genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Zfp773,0.32669390934862247,-0.33165225668506526,0.011,0.014,1
Ythdf3,0.3268040010374104,-0.16079678436826228,0.083,0.09,1
Fbxl18,0.32683989912855893,0.32842972383988567,0.011,0.008,1
Akirin2,0.3271303974395334,0.15764513474085273,0.038,0.034,1
Myo1h,0.3272686849918701,0.22293659499257146,0.014,0.012,1
Kif2a,0.3273346359526865,0.14436754261846207,0.088,0.081,1
Gcc2,0.3275207869937285,0.16624717686573343,0.097,0.09,1
Timm22,0.3279159930819622,0.1074593775726358,0.078,0.072,1
Pou2f1,0.3279878479884622,-0.12183147625290136,0.05,0.056,1
Tert,0.3282350173184375,0.23221440858058262,0.011,0.008,1
Hdac5,0.328939378979739,0.26357857948991725,0.025,0.021,1
Ikbkg,0.32908727604319366,0.1888108110879454,0.052,0.047,1
Tmem177,0.3292419406622107,-0.3006253610644407,0.011,0.014,1
Top3b,0.32931479727883983,0.1120633775073765,0.091,0.084,1
Nipsnap3b,0.3294799521762302,0.13528391295757913,0.117,0.11,1
Tex261,0.3295106836759181,0.1126344905725869,0.162,0.154,1
Clcn6,0.3295289287830324,-0.2874365893079007,0.011,0.014,1
Cln8,0.32958137247220054,0.23542753917576942,0.025,0.021,1
Ampd3,0.33003416059040247,0.2917984531373765,0.016,0.014,1
Sypl,0.3304025870636814,0.1323340462116649,0.118,0.111,1
Pde4dip,0.3306636828195688,0.14058393311501494,0.051,0.046,1
Dnajb14,0.33094126365905757,0.13318194223424307,0.041,0.036,1
Usp16,0.3310120498063745,0.14593352538727133,0.143,0.136,1
Smyd3,0.3310917816390573,-0.14534713558653012,0.067,0.074,1
Tor2a,0.33154804926785053,0.13890465914250605,0.113,0.106,1
Ing5,0.3316793322318757,0.10143558994486623,0.064,0.058,1
Carm1,0.33172325576200395,0.2516955879739955,0.05,0.045,1
Gm9856,0.3320465429393213,-0.2232496028569364,0.052,0.058,1
Lrig2,0.3324178089844076,0.1449340829912984,0.038,0.034,1
Rmi1,0.3326313528671206,0.22699481156692514,0.047,0.042,1
Sp1,0.3327404007505563,0.12969140114822642,0.129,0.121,1
Csnk1g3,0.33302169861299663,0.1467649145071679,0.106,0.099,1
Zfp119a,0.33329838474289847,0.2380434873827797,0.021,0.017,1
Cnot9,0.3333595411379547,0.1482262004762278,0.036,0.032,1
Ppt2,0.3334415219883439,0.15023710641397336,0.057,0.052,1
P2rx4,0.33349960758006186,-0.18592713666607175,0.044,0.049,1
Rrnad1,0.3337310897747595,0.21886693068352514,0.047,0.042,1
mt-Nd6,0.333784110199433,-0.15569208737444296,0.124,0.131,1
Plin3,0.3338933082316638,0.16065231673822877,0.068,0.062,1
Sgms1,0.3341060174393122,0.13205279169456663,0.06,0.054,1
Emd,0.33455187601262143,0.1267756482223139,0.163,0.155,1
Matk,0.3346171588435273,0.10061752579736938,0.087,0.08,1
Ccdc166,0.3346878770455645,0.27297727749216794,0.03,0.026,1
4930532G15Rik,0.3348051610818068,-0.27586926197886985,0.012,0.015,1
Setd1b,0.33481911760998867,0.11496408429301797,0.091,0.085,1
Pole3,0.3348860287029046,-0.16353175208950077,0.042,0.047,1
Actr1b,0.33521317547957463,-0.10553434576156251,0.06,0.066,1
C2cd2,0.3352214313129442,0.1882904521856803,0.021,0.017,1
Iqgap2,0.3358090730684115,-0.1102187553180447,0.095,0.102,1
Tmem115,0.3358498163265618,0.14893601354879538,0.066,0.06,1
Serhl,0.3361088704560407,-0.1332614019795364,0.057,0.063,1
Kpna1,0.3363078984391209,0.15734825336499503,0.057,0.052,1
Dis3l2,0.33662080988887727,0.16583618776205356,0.044,0.039,1
Klhl11,0.3368716904412089,0.26357857948991814,0.023,0.019,1
Atp6v0a1,0.3369248613591853,-0.40238364334472543,0.013,0.016,1
Tbc1d22a,0.3369426522622926,-0.17494035312808887,0.042,0.047,1
Shprh,0.33704856104508646,-0.14629721467314738,0.066,0.072,1
Fbxw17,0.3372284673701598,0.23031612535816937,0.027,0.024,1
Med16,0.3372376956568649,0.11964878658054978,0.054,0.049,1
2900076A07Rik,0.33739466543384855,0.19420487644925633,0.025,0.021,1
Ubiad1,0.3375162569505141,0.31604599938405276,0.013,0.01,1
Nr2c2ap,0.3376323932402282,0.14019616398463564,0.097,0.091,1
Itprip,0.3377019730079402,0.29528743921725553,0.025,0.022,1
Zfp58,0.3377345482839635,-0.37200999430120696,0.013,0.016,1
Ptdss2,0.3378234003885427,0.18691737219158977,0.025,0.021,1
Pus3,0.33800904843089885,0.1844019935735819,0.044,0.04,1
Tnfsf14,0.3381383185638893,0.12032152850968547,0.021,0.017,1
Pmm1,0.3382620720929443,-0.1254637112559811,0.045,0.05,1
Ccdc174,0.3383015805679777,0.1346419894984443,0.106,0.099,1
Ndufs1,0.33860251255433305,-0.10818067134945109,0.085,0.091,1
Rufy1,0.33861200903412075,-0.14422075388778843,0.043,0.048,1
Pola1,0.3386207867191182,0.20733973994155352,0.03,0.026,1
Ctps,0.3387019567792069,0.22293659499257235,0.023,0.019,1
Rnf139,0.3387442032186572,0.10668352649672341,0.08,0.073,1
Unc5cl,0.3387875336978391,-0.10459420612416626,0.068,0.074,1
Trerf1,0.3388713000801808,0.1420165996090046,0.069,0.063,1
Tbc1d12,0.3389146619794014,0.26008959341003823,0.017,0.014,1
Gm10505,0.3391156930027288,0.2533102440360908,0.017,0.014,1
Kctd6,0.3391682587568318,-0.3213839212312388,0.013,0.016,1
Slc37a1,0.33923581187881013,0.1749312220817396,0.037,0.032,1
Llgl2,0.33928293261586173,0.22723673242619746,0.023,0.019,1
Fkbp15,0.33929432053631514,0.10605972183259471,0.086,0.08,1
Tmem127,0.3394555565978661,0.11046186573415939,0.079,0.073,1
Mcm3,0.339459170358925,0.42126531143855006,0.068,0.063,1
Gypc,0.34007705204913175,0.19545585857046444,0.053,0.048,1
Kat6b,0.3402498578117907,-0.17337369621736665,0.053,0.058,1
Ltn1,0.3402809312324565,0.10013114211881025,0.079,0.073,1
Dhx40,0.3403251843800074,-0.12498670842773496,0.074,0.08,1
Trip4,0.3407082944085486,0.17457357343117286,0.061,0.055,1
Stmn1,0.34152437076052716,0.38025454649347923,0.057,0.052,1
A130010J15Rik,0.34161105571074885,-0.31311630524763867,0.014,0.017,1
Kctd18,0.3417135617049017,0.12340092144165737,0.037,0.032,1
Trmt1l,0.34181006783857865,-0.14598897943196,0.081,0.087,1
Nae1,0.342352464555483,0.12180236721618032,0.122,0.115,1
Rybp,0.3425154696933073,0.1323340462116649,0.03,0.026,1
Ppp1r16b,0.3425790607450326,-0.10284382539039694,0.099,0.106,1
Mrpl1,0.3427539251650408,-0.1469259769584923,0.04,0.045,1
Gmfb,0.34303505530983475,-0.14293484748238772,0.08,0.086,1
Glyr1,0.3434346523181308,0.12522365704847482,0.138,0.13,1
Naf1,0.3434714650329599,0.1675234746739651,0.045,0.04,1
Parp12,0.34372418781311065,-0.25099459333984075,0.014,0.017,1
Psen1,0.3437688368442663,0.13437203926266061,0.084,0.078,1
D330023K18Rik,0.3438350968976667,0.30376766960561685,0.021,0.018,1
Slc26a11,0.343940316233394,-0.24583288822406146,0.014,0.017,1
A230072E10Rik,0.3442030102900742,-0.1756127814977031,0.014,0.017,1
Sh2b1,0.34435624714406593,0.17196982171063224,0.077,0.071,1
Rprd1a,0.344357208273114,0.18277946852058857,0.035,0.03,1
Eri3,0.3443746697919054,0.14975224838860957,0.061,0.055,1
Vamp1,0.34488461830530626,0.1588062575728566,0.045,0.04,1
1500015A07Rik,0.3450397206048569,0.31604599938405276,0.019,0.016,1
Zfp26,0.34505402430496307,0.11743196364741415,0.055,0.049,1
Ube2w,0.3456538988660433,0.18277946852058902,0.067,0.062,1
Dnajc27,0.3458026340701016,-0.31763178637013034,0.016,0.019,1
Fktn,0.34583331594227845,-0.28846929875850336,0.015,0.018,1
Gm15503,0.3461519118096636,-0.2290520404591634,0.015,0.018,1
Phka2,0.3462819099928391,0.25150574718934227,0.028,0.024,1
Elp3,0.3467026576245177,0.15932049569660034,0.05,0.045,1
Med9,0.3467682590108545,0.10114811459452966,0.055,0.049,1
Msh2,0.3468272350764182,0.19858132464348177,0.075,0.069,1
Acot11,0.34692479738079207,0.5050798237740697,0.01,0.008,1
Zfp703,0.3476520422524261,-0.34563146747791595,0.017,0.02,1
Reps1,0.34778654715398905,0.15626555534728404,0.05,0.045,1
Dusp19,0.34783440697400553,0.1449340829912984,0.05,0.045,1
Pcbp3,0.34795541819701487,0.22293659499257235,0.017,0.014,1
Tesk1,0.34801908079806865,0.15254726710117383,0.061,0.056,1
Pgm2,0.34804927697879157,0.18753125886137312,0.045,0.041,1
Angel1,0.34810646628998854,0.37049378340642924,0.01,0.008,1
Gramd1c,0.34810646628998854,0.37049378340642924,0.01,0.008,1
4933407K13Rik,0.34822375198169103,0.4386652860480087,0.011,0.009,1
Golga3,0.34833748881649684,0.1627834601664051,0.061,0.056,1
Trim39,0.3485742249528217,-0.21731146708355187,0.032,0.036,1
Mapkapk5,0.34860628004421246,0.190515117300194,0.021,0.018,1
F730043M19Rik,0.3486818579914582,0.12340092144165737,0.047,0.042,1
Ttll4,0.34891004352498756,-0.2854046241256718,0.016,0.019,1
Cand2,0.34897705188803924,0.2611840643495347,0.023,0.02,1
Gcsh,0.34900028477499223,0.1494455297260453,0.045,0.04,1
Xlr4c,0.34905350267068364,-0.19683882329293567,0.016,0.019,1
Rapgef2,0.3490925495506789,-0.24338140922996576,0.016,0.019,1
Rfng,0.3490925495506789,-0.24338140922996576,0.016,0.019,1
Zbtb8a,0.3491291521395774,-0.2202977961169248,0.016,0.019,1
Sall2,0.3491551775514162,0.3516699091147748,0.011,0.009,1
Zfp687,0.3491922466863416,0.23399178350156724,0.035,0.031,1
Cfl2,0.3494641878816987,-0.14981575897247312,0.07,0.076,1
Smox,0.34958111495420474,-0.20417373658684657,0.032,0.036,1
Ndst1,0.34971971136101504,-0.31198522322898903,0.025,0.028,1
Xkr8,0.34973029884369433,-0.24583288822406146,0.016,0.019,1
Ulk2,0.3497898379804715,-0.15842441341394853,0.059,0.065,1
Slc22a2,0.34981356016036314,0.41290753863664165,0.019,0.016,1
Gtf2e1,0.34997480605879294,-0.29753717927687084,0.017,0.02,1
Soat1,0.3501124122068282,0.13580922521005956,0.07,0.064,1
Cyp20a1,0.3502105385831674,0.190515117300194,0.028,0.024,1
Nde1,0.3508740295551804,0.12416688644021212,0.085,0.079,1
Rhoc,0.35103018820767606,0.12078970798511968,0.026,0.022,1
Slc9a8,0.35156233451929997,0.18968478919618725,0.051,0.046,1
Fbh1,0.3515895799603517,-0.12020798580448666,0.036,0.04,1
Ccdc43,0.35182566192956033,0.2503427523332231,0.049,0.044,1
Pdss2,0.3519028536892467,-0.18496472300464362,0.032,0.036,1
Atp11c,0.35264133808045633,-0.2269991122708621,0.027,0.031,1
Ralgapa2,0.35281912932293297,0.10010860018490453,0.07,0.064,1
Mboat1,0.35287216238388036,-0.2893227119989392,0.022,0.025,1
Ppp6r2,0.3531601133773856,0.18257885737643065,0.04,0.036,1
Synj2bp,0.35320689379807685,-0.10186253574954574,0.135,0.142,1
Gemin6,0.353418535678988,-0.21088437996568832,0.017,0.02,1
Usp8,0.3535730075588835,0.13393158893382706,0.073,0.068,1
Limk2,0.3536075443813232,-0.14961757296475842,0.075,0.081,1
Rmc1,0.35364886690064223,0.14405143075153726,0.07,0.065,1
Gm15441,0.3537426232438682,-0.25099459333984075,0.025,0.029,1
Cep57l1,0.3537701443333955,-0.2542697253727013,0.025,0.028,1
Dbr1,0.35378718322687275,-0.14009670322446333,0.048,0.053,1
Senp8,0.3540944903612407,-0.38849811708977544,0.008,0.01,1
Ttl,0.3541999885162081,-0.37909941908752565,0.008,0.01,1
Cdk10,0.35423551781137885,-0.161455586841444,0.031,0.036,1
Smad7,0.35428991947098687,0.10083761361188914,0.173,0.165,1
2810454H06Rik,0.3544483265868061,0.2408585029898349,0.021,0.018,1
Fbxo11,0.35477106220200133,0.15298771743000827,0.043,0.038,1
Zfp874b,0.35480640611642283,0.24340069755228733,0.019,0.016,1
Rce1,0.35492497517178445,-0.1413575307003141,0.082,0.089,1
Nbas,0.3551651290533771,0.11373782409093725,0.035,0.031,1
Nemp2,0.35518584962272054,0.15932049569660034,0.035,0.031,1
Hccs,0.3552190660254302,0.15572763772699982,0.048,0.043,1
Anapc15,0.355308183381638,0.15798115315180183,0.051,0.046,1
Pdlim7,0.35536224525298415,0.2281732433587189,0.019,0.016,1
Trav14d-3-dv8,0.35541902711002193,-0.38849811708977544,0.018,0.021,1
Prg4,0.3554664629177214,-0.1271883917254426,0.029,0.033,1
2610021A01Rik,0.35592581938664053,-0.23329259160638127,0.023,0.027,1
Arrdc4,0.35607847172396995,-0.19992040874557127,0.019,0.022,1
Zbtb41,0.3561153619502834,-0.20705124575224332,0.024,0.028,1
Shmt1,0.35624029894841336,0.21134862071735938,0.017,0.014,1
Nfix,0.35649513053256743,-0.1995183758487551,0.026,0.03,1
Eif3j1,0.35652431258211037,-0.11334679287186056,0.131,0.138,1
Gnpda1,0.3567193622941153,-0.1293651489383092,0.077,0.083,1
Mib2,0.35691080728968605,-0.19585303914738006,0.019,0.023,1
Scrib,0.35696424329778664,0.11673719116064696,0.05,0.045,1
Gm13256,0.3570192077733938,-0.4209195947821529,0.008,0.01,1
Rundc3a,0.3573611188196221,-0.17916184857877404,0.019,0.022,1
Dtd2,0.3575007592975883,-0.19210090428627158,0.026,0.029,1
Gstcd,0.3575746424288405,-0.19110970188322174,0.026,0.029,1
Rwdd3,0.3575789032053916,-0.37909941908752565,0.008,0.01,1
Atxn2,0.3576914783259568,-0.21743295719233036,0.053,0.058,1
Prim1,0.3577716128874264,0.3470728950046782,0.024,0.021,1
Zfp398,0.35788223972245536,-0.10656471959959113,0.051,0.057,1
Gm16124,0.357917814044356,-0.12365355412905998,0.031,0.036,1
Mettl8,0.35804440100217605,-0.2094154895884408,0.024,0.028,1
Pard6g,0.35816781479247434,-0.17784692060603025,0.024,0.028,1
Ccdc191,0.35848716223525323,0.12340092144165737,0.033,0.029,1
Fbxo25,0.35849597923924215,0.21033655821293795,0.031,0.027,1
Fbxl5,0.3586414527460584,0.126075055739983,0.096,0.09,1
Atp11a,0.35871210938764436,-0.15788518894835946,0.019,0.023,1
Ptcd1,0.3588961000175137,-0.18438299112543532,0.023,0.027,1
Ccdc163,0.35898730869899936,0.19379024933305544,0.013,0.011,1
Gpatch2,0.3590539401826834,-0.1572901404594571,0.027,0.031,1
Aar2,0.3592405240187115,0.18016257130228075,0.057,0.052,1
Mettl18,0.3593829160132393,-0.14121973528408827,0.028,0.032,1
Ppip5k2,0.35987970702114913,-0.11164680070081934,0.06,0.066,1
Tex264,0.3598835475879186,-0.108839285851138,0.118,0.125,1
Trbv16,0.35991982832865715,0.40115341963626316,0.068,0.063,1
Ptbp1,0.36021881758908564,0.1146519859520656,0.232,0.224,1
Creb3l2,0.360297106000835,-0.16312183731450602,0.023,0.027,1
Rtel1,0.360414848406783,0.28433713965671537,0.024,0.021,1
Lst1,0.3604944021965259,0.26357857948991725,0.024,0.021,1
Ermard,0.36069944469006143,0.31604599938405364,0.018,0.015,1
Abi3,0.3607476020940161,-0.10908031751837433,0.077,0.083,1
Lrrc45,0.36155068083049574,0.13887233020409706,0.036,0.031,1
Heg1,0.3620144258101736,0.1205155303980825,0.089,0.083,1
Suds3,0.36207171556801276,0.11292759021214893,0.144,0.136,1
Tor1a,0.36215640360275325,-0.11390320929871889,0.103,0.11,1
Cenpc1,0.36258553062036014,0.19699332774029,0.033,0.03,1
Mfap1b,0.36265981020075616,0.13389329525930016,0.087,0.081,1
Pisd,0.3627356260570009,-0.15475477141679939,0.056,0.061,1
Srf,0.36300330333939634,0.12438670558721343,0.068,0.063,1
Nop16,0.3631913450275811,0.1018613299244362,0.073,0.067,1
Zfp664,0.3633514530232557,0.15174554713561905,0.069,0.063,1
Fbxl15,0.36344016283479746,0.18531152269265494,0.033,0.03,1
Mospd1,0.3634996350827489,0.2106929992378248,0.024,0.021,1
Pom121,0.3635013792614709,0.14054920327206677,0.071,0.065,1
Gpn1,0.3635951999631385,-0.17444372832425614,0.043,0.047,1
Hmces,0.3640172592369511,0.12127462033326974,0.062,0.057,1
Rnf111,0.3640820638416404,0.14233730541023348,0.108,0.101,1
Taok1,0.36415964340129675,-0.1554169333576092,0.096,0.102,1
Spast,0.3642961647592474,0.1575734106094453,0.049,0.044,1
Klhl25,0.36430410078468983,0.21246959594150283,0.029,0.025,1
1700056E22Rik,0.3643802364727737,0.21786560544514977,0.02,0.017,1
Supt6,0.3645254418961064,0.11236044635337183,0.13,0.123,1
Gpsm2,0.3645751073211277,-0.2689165013371033,0.009,0.011,1
Xrcc5,0.36469637442607167,-0.21446871731472683,0.04,0.045,1
Rgmb,0.36526717868136965,-0.22452238197864993,0.009,0.011,1
Nvl,0.3652886783802082,0.15036796904192684,0.085,0.08,1
Med25,0.36572025177366874,0.106844680059762,0.099,0.092,1
Ulk1,0.3660301262783273,0.23542753917576853,0.031,0.028,1
Mrps2,0.36619924345764304,0.14201659960900503,0.043,0.039,1
Tmem238,0.36624981110290816,0.10342950053648314,0.073,0.068,1
Atxn7l2,0.36645646807181936,0.3255063286331188,0.014,0.011,1
Commd10,0.36671092082341195,0.12764414520899692,0.06,0.055,1
Lamp2,0.3670072856783696,0.15254726710117428,0.072,0.067,1
Zcchc10,0.3670264645720054,0.1740269945116255,0.046,0.042,1
Odf2l,0.36750220539026435,-0.302524893979923,0.009,0.011,1
Nmnat1,0.36759828648537535,-0.4469148033150976,0.009,0.011,1
Snupn,0.3676412959349653,0.2501580637275964,0.029,0.025,1
Phf20,0.36764770560542037,-0.12536691531908817,0.074,0.08,1
Actn4,0.36860296495412076,0.15691407097231913,0.159,0.152,1
Kif22,0.3688219196884183,0.4100221475930672,0.016,0.013,1
Mterf3,0.36885739392987044,0.16224066330501774,0.085,0.079,1
Timm44,0.3689276602125402,-0.15582272249146678,0.061,0.066,1
Scnm1,0.36902906974518035,0.15707094533129418,0.079,0.073,1
Yif1a,0.36912400323482714,-0.1772762568428483,0.076,0.081,1
Mknk1,0.3692612525254992,0.18294686366388646,0.047,0.042,1
Abcb1a,0.3693144548992084,-0.16836520293545254,0.052,0.057,1
Suox,0.36965685915993596,0.12944996611446236,0.066,0.061,1
Mpp6,0.37119608594265485,-0.10491633385189614,0.065,0.071,1
Slc26a10,0.37122459195566504,0.1775261353026254,0.024,0.021,1
Fmr1,0.3713313942900396,0.13034698705452064,0.091,0.085,1
Gm37529,0.3714084434807994,0.22293659499257146,0.018,0.015,1
Iqsec1,0.3714767547397718,0.1782367875217581,0.039,0.035,1
Tubgcp4,0.3716238864900288,0.13844872452216173,0.07,0.064,1
Spc24,0.3719918056958238,0.14386502400137324,0.016,0.013,1
Mterf1b,0.372125833069098,0.31604599938405364,0.012,0.01,1
Tfe3,0.3725603642637471,0.1992323344013025,0.045,0.04,1
Il15ra,0.37259252147680777,0.17019513292059862,0.027,0.023,1
Nadk,0.37292452968127204,0.11912309757827622,0.121,0.114,1
Chst14,0.373445568380833,0.3555743635706907,0.01,0.008,1
Lmtk2,0.37362772757354185,-0.20208499285889392,0.037,0.041,1
Rbm4b,0.37411300504985995,-0.12682570809151628,0.04,0.045,1
Pacc1,0.3744108236144585,0.22699481156692514,0.025,0.021,1
Ino80c,0.37445811560171255,0.1793096625923143,0.047,0.043,1
Mterf1a,0.37466311046155415,0.1190554511656936,0.06,0.055,1
Fadd,0.37478533848615303,0.2054019357000607,0.05,0.046,1
Galnt11,0.374800529163733,0.15412743707392096,0.047,0.042,1
Polg2,0.37489286510314623,-0.10839019789704007,0.042,0.047,1
Gorab,0.3751637531761348,0.23221440858058262,0.02,0.017,1
5430405H02Rik,0.3753035604658127,-0.15460547510578992,0.062,0.067,1
Nup188,0.3753220809137615,0.15702247826123106,0.034,0.03,1
Calcrl,0.3756277869315568,0.19646438363138063,0.029,0.026,1
Tpi1,0.3756976709021611,0.21470526455182215,0.134,0.129,1
Gmeb2,0.3757951511119642,-0.22256618501332337,0.034,0.038,1
Dcaf1,0.3758046837916365,0.15605011518547274,0.058,0.053,1
Gm15411,0.37628965344291526,-0.3272604875679077,0.01,0.012,1
Slc19a1,0.37657377752039434,0.2795201233589397,0.037,0.033,1
Ndor1,0.3766189466744167,-0.1399217639496726,0.039,0.043,1
Spsb2,0.37673485034517784,0.2880316232144562,0.014,0.012,1
Ly6c2,0.37682683421249513,-0.7219218508149678,0.01,0.013,1
Trim62,0.37804738560571544,0.250950971162168,0.018,0.015,1
Rbbp9,0.3780596761712283,0.23031612535816937,0.014,0.012,1
Slc52a3,0.37872371597386667,0.26008959341003823,0.016,0.014,1
Slc25a42,0.37898771241300017,-0.2866185030705619,0.01,0.013,1
Cdc7,0.3790237127404474,0.22293659499257146,0.018,0.015,1
Trnau1ap,0.37933946488342746,-0.10644730481383746,0.107,0.113,1
Zfp157,0.37951842669639974,0.13233404621166578,0.045,0.04,1
Gm16675,0.3799614863922821,0.21651032583313956,0.016,0.014,1
Ptpn4,0.37996522979783975,0.18111641929794509,0.042,0.038,1
Tepsin,0.38009386821443114,0.2099587409943613,0.023,0.019,1
Gpr146,0.3806583047102184,-0.157885188948359,0.065,0.07,1
Mctp1,0.38067852349474113,0.21897858142388849,0.025,0.022,1
Tbc1d5,0.3809619995810712,-0.12020798580448666,0.038,0.042,1
Snx27,0.3813435707954985,-0.1458581049327643,0.058,0.063,1
Hs1bp3,0.38154185572825566,0.3801763368037694,0.012,0.01,1
Edc3,0.38165076527911845,0.13833719174652792,0.05,0.046,1
Taf8,0.3817619403949431,-0.15886295587218946,0.066,0.071,1
Prmt5,0.3820948961681045,0.19473970316192002,0.051,0.046,1
Btd,0.3820949303521813,0.18029225758407819,0.035,0.031,1
Dcaf6,0.3821622250248134,0.15974276850537716,0.037,0.033,1
Gpr34,0.38228090348801913,0.12113431446971301,0.029,0.026,1
Bahd1,0.382295154272476,0.1361119731912117,0.037,0.033,1
Vac14,0.3824475219397097,-0.17341634102134496,0.047,0.052,1
Dyrk1b,0.38249666249933933,0.2655809324010656,0.028,0.024,1
Sec61a2,0.3825911590970338,0.37049378340642924,0.018,0.016,1
Fancc,0.3826902245450954,0.24204541794027623,0.021,0.018,1
Zkscan14,0.3831913836423226,-0.2027028494168981,0.046,0.05,1
Pias3,0.3831937246464189,0.16404290593900317,0.03,0.026,1
Tada2b,0.38324365579278685,0.17586834133579288,0.027,0.024,1
Hivep3,0.38341863134469134,0.12529050264287545,0.088,0.082,1
Cbarp,0.38345397210392257,0.27482333665754055,0.023,0.02,1
Abcd4,0.3843814120264901,-0.16938082778618835,0.033,0.037,1
Rad51,0.3848422247818844,0.40057950959572075,0.011,0.008,1
Pik3ca,0.38486244981772616,-0.14655718314684663,0.048,0.053,1
Slc2a8,0.384983956097025,0.1882904521856803,0.021,0.018,1
Vegfb,0.3850530081899603,0.13916823729997407,0.037,0.033,1
Pcyox1l,0.38535237599042943,0.34352673580616067,0.014,0.012,1
1110006O24Rik,0.3857878000331741,0.3415810914911903,0.011,0.008,1
Hace1,0.3858193141119956,0.19473970316191913,0.03,0.026,1
Apol9b,0.38582898278283584,0.1922397977696546,0.025,0.022,1
Nudt5,0.3858943561967553,0.14259448667496866,0.062,0.057,1
Polr3g,0.3860863732017858,0.2917984531373765,0.016,0.014,1
Tnpo2,0.38620703465392253,0.1760155476050791,0.032,0.029,1
Gm14326,0.38623245738270057,0.2795201233589397,0.014,0.012,1
Mdm1,0.386363545387481,0.3031069436765552,0.011,0.008,1
Fam76a,0.3867171904176417,0.13140850004302385,0.07,0.065,1
Tent4a,0.3867561266364855,0.28209866746071643,0.014,0.012,1
Csrp2,0.3867667150047764,-0.2874365893079007,0.012,0.014,1
Spry1,0.3869488732542246,-0.1789598045982057,0.048,0.052,1
Rbl1,0.3871989659258005,0.1975398179270904,0.048,0.044,1
Metap1d,0.3872841599607484,-0.18799650595353512,0.031,0.035,1
Dhx8,0.38738635672962674,0.1532508491882174,0.078,0.073,1
Gm16001,0.38819528053648655,0.20266419996631146,0.014,0.012,1
Uprt,0.3886748174061894,-0.2612629287936672,0.012,0.014,1
Cand1,0.388748847201371,-0.10944585753195701,0.075,0.08,1
Poc5,0.38908310844930394,0.15319552370201173,0.03,0.026,1
Ppfia1,0.38920584618580406,0.16001302890285052,0.075,0.07,1
Nqo2,0.389501985536237,0.25567338140457174,0.021,0.018,1
Stat6,0.3895708025474077,0.1291544486719549,0.166,0.159,1
Rnf122,0.3904221748785354,-0.27956374553661156,0.013,0.015,1
Wdr55,0.3904641177232054,-0.12382335287472568,0.081,0.087,1
Ptar1,0.3905422642276335,-0.161455586841444,0.031,0.035,1
Yipf6,0.39068404435032317,0.128418996208282,0.04,0.036,1
Ggta1,0.39074393476860486,-0.13614449831225617,0.032,0.036,1
Flad1,0.39130974528201895,0.15202493000608053,0.072,0.067,1
Slc39a9,0.3918024344995457,0.1830438678690598,0.03,0.027,1
Gba2,0.3920484367397421,0.18181760766697952,0.04,0.036,1
Haus2,0.3921158816108901,-0.1355173759199042,0.032,0.036,1
Ppm1b,0.3923452368934591,-0.10724728803699035,0.18,0.187,1
Slc6a6,0.39236187857878596,-0.1774934735735081,0.082,0.087,1
Tec,0.39239667835079967,-0.2689165013371033,0.024,0.028,1
Vrk2,0.3924415030106277,-0.10571736308310387,0.058,0.063,1
Prmt7,0.3926663412231405,0.10182750949330543,0.05,0.046,1
Rabgef1,0.39269746101866226,0.19519160450966755,0.028,0.025,1
Lad1,0.39304637871444187,0.1811164192979442,0.03,0.027,1
Atl1,0.39322326311449746,-0.21446871731472683,0.013,0.015,1
Prdm4,0.3933213397205013,0.15626555534728404,0.021,0.018,1
Eef1aknmt,0.39397302259867806,0.18480146610580128,0.023,0.02,1
Polk,0.39437748222324964,0.16708336025905446,0.026,0.022,1
Dffb,0.39439147923638823,-0.1381620971754689,0.03,0.034,1
Etaa1os,0.3944063112766188,0.25464545471990974,0.013,0.01,1
Evi2a,0.3944603799039842,0.2849234818882733,0.028,0.025,1
Dkkl1,0.39455830444408224,0.1882904521856803,0.019,0.016,1
Ubxn8,0.3946466362382609,-0.13461540962551144,0.045,0.049,1
4933412E12Rik,0.3947624699258505,-0.3092092072851367,0.015,0.017,1
Socs7,0.39500963159801555,-0.28454715305086786,0.014,0.017,1
Ptgir,0.3950870233203213,0.190515117300194,0.013,0.01,1
Neurl4,0.395214062818356,0.10350136400395282,0.023,0.02,1
Tubg1,0.3953563036559316,0.1199034772054306,0.057,0.052,1
Coq6,0.3955214350987568,-0.18734737431563708,0.027,0.03,1
Ndufaf4,0.39591001444004764,0.11701259347910975,0.09,0.085,1
Cited2,0.3959118415494046,0.17248647643584314,0.232,0.228,1
Pgap1,0.39612120503063897,0.18925346873628257,0.033,0.029,1
Vmac,0.39657674038710744,-0.2094154895884408,0.025,0.029,1
Rbms2,0.39694324625242183,0.1661505689009939,0.038,0.034,1
Pfas,0.39696033984854107,0.1074593775726358,0.013,0.01,1
Abtb2,0.39707840962997015,-0.1343968360259895,0.044,0.048,1
Gm37065,0.3973669104132592,-0.24583288822406146,0.023,0.026,1
Mak16,0.39744785562680857,0.10200862744481931,0.144,0.137,1
Fbxl20,0.3976831724867828,-0.13806106457338307,0.07,0.075,1
Btbd8,0.39770740916260877,-0.1799114952783576,0.014,0.017,1
Etohd2,0.3978601494379451,0.32842972383988567,0.011,0.009,1
Hook1,0.39793561718607806,-0.14081167558941754,0.028,0.031,1
Gtpbp4,0.3980022595383796,0.12897925624426465,0.171,0.164,1
Deaf1,0.39806568481070814,0.12994970727059574,0.052,0.047,1
